Item_ID	Sentence	Adj	Noun
11781:16	” one anonymous ciudad juarez trans woman told reuters people were “ a little scared, a little terrified ” to go out on the streets after the killing.	trans	woman
11787:16	” at least four transgender women are believed to have been murdered in ciudad juarez so far this year, but activists say police are reluctant to treat the killings as hate crimes, and often attempt to pass them off as drug -- related.	transgender	women
11796:34	” maryland teenager jailed for five years over attack on transgender woman.	transgender	woman
11797:58	a teenage girl from baltimore, maryland, has been sentenced to five years in jail for attacking a transgender woman in a mcdonalds ’ restaurant.	transgender	woman
11944:21	” horrifying campaign to purge transgender women from labour party shortlists raises thousands.	transgender	women
11945:17	a campaign to eliminate transgender women from all -- women labour party shortlists has raised more than £ 8,500 in two days.	transgender	women
11952:75	the transphobic campaign began as dawn butler, labour ’s shadow secretary of state for women and equalities, was receiving abuse for backing trans women who stand under the system.	trans	women
11957:36	” by “ males, ” the group is referring to trans women, who are female – but not in the eyes of these members, who refuse to understand that gender self -- identification is valid.	trans	women
11958:75	the language used in the campaign description is commonly used by trans -- exclusionary radical feminists --lrb- terfs --rrb- – transphobes who believe that trans women have fewer rights than cisgender women.	trans	women
11960:29	the publication printed a story which depicted a trans woman as a potentially violent monster.	trans	woman
11961:55	it exhibited many similarities to this campaign, as it was another attempt by terfs to drive trans women out of female spaces.	trans	women
11971:24	caroline flint has claimed that allowing transgender women into women -- only spaces puts other women at risk.	transgender	women
11977:18	in the uk, two trans women have been murdered in the last few weeks.	trans	women
12004:20	” another mumsnet user described murdered transgender women, who are disproportionately likely to have engaged in sex work due to poverty, as “ prostituted men.	transgender	women
12046:26	“ that the first transgender appointee is a transgender woman of colour is itself significant.	transgender	woman
12048:10	three trans women were reportedly murdered last week alone – bringing the total number of those killed in the us this year to 16 so far – though as there is little official monitoring, this may be a low estimate.	trans	women
12049:89	as the issue attracts attention for the first time – with caitlyn jenner giving over her blog earlier this week to talk about “ the number of murders of transgender women of colour ” – barack obama has been urged to act.	transgender	women
12050:54	an official white house petition says: “ since january 9, 2015, now sixteen transgender women, mostly women of colour, have lost their lives due to hate and transphobia.	transgender	women
12060:112	“ however, many people have been made uncomfortable by their updated form, listing the gender options ‘ male, female, transgender ’ because transgender is not a gender but an adjective – you can be a transgender woman, a transgender man or a non-binary transgender person, but you can not be ‘ a transgender ’ just like you can be a short woman, man or non-binary person but you ca n’t be ‘ a short.	transgender	woman
12060:121	“ however, many people have been made uncomfortable by their updated form, listing the gender options ‘ male, female, transgender ’ because transgender is not a gender but an adjective – you can be a transgender woman, a transgender man or a non-binary transgender person, but you can not be ‘ a transgender ’ just like you can be a short woman, man or non-binary person but you ca n’t be ‘ a short.	transgender	man
12066:7	a transgender woman has been admitted to a australian rules women ’s football league in australia for the first time.	transgender	woman
12144:27	i am already doing just this for trans women worldwide and now it ’s necessary for me to expand my experience to trans children.	trans	women
12146:46	gi collection originally launched in february 2019, with a collection of underwear for trans women that sold out within days.	trans	women
12150:26	“ the design does differ from my trans women ’s line, where full tucking is needed, this is because it is not safe for children at a young age to be tucking fully.	trans	women
12198:50	the 10 -- episode parody series, which is released weekly on youtube, has allowed trans woman donato fatuesi to bring trans representation to the series she loved so much growing up.	trans	woman
12200:30	“ her views seemed to single out and attack trans women, like myself, and it was really hurtful.	trans	women
12282:15	what is a trans man, what is a trans woman and what does non-binary mean?	trans	man
12282:31	what is a trans man, what is a trans woman and what does non-binary mean?	trans	woman
12288:7	a transgender man is a man who was labelled as female when born due to his primary sex characteristics.	transgender	man
12289:7	a transgender woman is a woman who was labelled as male when born due to her primary sex characteristics.	transgender	woman
12290:46	trans men are mostly born with xx chromosomes usually attributed to women, and trans women are mostly born with xy chromosomes usually attributed to men.	trans	women
12294:63	we think of these as the binary genders, and binary people tend to have quite fixed gender identities --lrb- transgender men and women are included in this along with cisgender men and women --rrb-.	transgender	men
12297:8	like trans men and women, non-binary people can experience gender dysphoria.	trans	men
12304:8	some trans men might enjoy wearing make -- up, or some might want nothing more than to play football all day.	trans	men
12305:7	some trans women might like race car driving, or watching keeping up with the kardashians.	trans	women
12330:96	business insider has put in place new guidelines for opinion pieces exploring “ sensitive topics, ” after removing an article that defended scarlett johansson for accepting a film role as a transgender man.	transgender	man
12336:78	” the guidelines were issued after the website published an opinion piece, written by columnist daniella greenbaum, which defended actress johansson ’s role as a transgender man in the upcoming film rub and tug.	transgender	man
12343:17	trace lysette, a trans woman known for her role in amazon ’s transparent, wrote on twitter: “ oh word?? so you can continue to play us but we ca n’t play y’ all?	trans	woman
12367:19	queer eye has featured a transgender man for the first time – and he ’s getting a lot of love.	transgender	man
12369:26	episode five of the second season featured transgender man skyler, who lives in atlanta, georgia.	transgender	man
12409:91	this international day against homophobia, biphobia and transphobia --lrb- idahobit --rrb-, it ’s important to highlight one of the most maligned and discriminated against groups in the acronym – transgender women.	transgender	women
12412:89	2017 was the deadliest year for transgender people in the us on record, but 2018 is shaping up to be almost as violent once again, particularly against trans women of colour.	trans	women
12413:8	10 transgender women have been confirmed as being killed since the start of 2018.	transgender	women
12450:24	on saturday, the body of a transgender woman was also discovered in dallas, texas.	transgender	woman
12479:45	in 2018, he was issued a police warning over allegations of mocking a trans woman online.	trans	woman
12496:24	police arrest man for murder of transgender woman deeniquia dodds.	transgender	woman
12497:32	a man has been arrested for the murder of transgender woman, deeniquia dodds.	transgender	woman
12509:39	” corado added, “ casa ruby denounces the genocide of young trans women of colour.	trans	women
12510:42	people in leadership need to address the employment barriers that keeps trans women of colour from accessing the resources they need to grow healthy and thrive.	trans	women
12542:73	former tennis player martina navratilova has hit out at “ tyranny ” from transgender activists and claimed it is “ insane ” to allow trans women to compete in sport.	trans	women
12543:61	the lesbian tennis player came under scrutiny in december 2018 after complaining on twitter about rules that allow transgender women to take part in women ’s sport.	transgender	women
12544:19	many international sporting bodies allow trans women to compete if their hormones are kept within natural levels for women, but navratilova had tweeted: “ clearly that ca n’t be right.	trans	women
12551:38	” she added: “ i am happy to address a transgender woman in whatever form she prefers, but i would not be happy to compete against her.	transgender	woman
12621:47	the series, which launched on amazon last month, features jeffrey tambor as trans woman maura pfefferman, and deals with her transition as she comes out to her grown -- up children.	trans	woman
12677:29	” turkey: teenagers arrested over murder of transgender woman.	transgender	woman
12678:40	two teenagers have been arrested in connection with the murder of a transgender woman in istanbul.	transgender	woman
12699:54	joe biden condemned donald trump for turning a “ blind eye ” towards the violence inflicted on trans women of colour in a speech at an lgbt event.	trans	women
12705:35	turning a blind eye to the epidemic of violence against transgender women of colour, ” biden said, according to the advocate.	transgender	women
12708:38	” as well as ignoring the epidemic of violence faced by trans women of colour, trump and his administration have backed moves to exclude transgender people from the military, from schools sports teams, and from homeless shelters.	trans	women
12717:77	pinknews has obtained a leaked letter from the labour party ’s general secretary, jennie formby, which confirms the party supports the right of trans women to run for election via women -- only shortlists.	trans	women
12718:47	the party is facing threats of a legal challenge from activists seeking to block transgender women from running for parliament via the all -- women shortlists --lrb- aws --rrb- mechanism, which has been used since 1997 to boost representation of women in politics.	transgender	women
12719:72	in recent months the party has repeatedly put off a national executive committee vote that would confirm an official stance in support of trans women standing via aws.	trans	women
12734:59	” a labour party spokesperson told pinknews: “ all women shortlists are open to all women, including trans women.	trans	women
12743:80	a spokesperson for labour said previously: “ all women shortlists are and always have been open to all women, which of course includes trans women.	trans	women
12747:10	the first transgender woman to take part in the miss universe pageant has said she hopes to become a role model for trans children.	transgender	woman
12757:27	” the miss universe competition has only allowed transgender women to take part since 2012, after jenna talackova of canada campaigned for inclusion alongside glaad --lrb- gay& lesbian alliance against defamation --rrb-.	transgender	women
12765:39	” angel haynes, a ‘ free -- spirited, smart and giving ’ transgender woman, shot dead as anti-trans violence spirals in trump ’s america.	transgender	woman
12772:36	” the latest victim of an epidemic of violence against trans women, haynes had promised to call weddle and let her know that she arrived – but she was shot dead before she got the chance.	trans	women
12774:40	weddle believes she was likely targeted because she was a black trans woman, saying they “ really do n’t like people like that ” in the whitehaven area of memphis.	trans	woman
12783:80	” with two months left, 2020 is already the deadliest year on record for the murder of trans people in the united states, with black trans women disproportionately affected.	trans	women
12842:61	she spent years walking the streets and supporting others to escape abusive situations, providing condoms and food, connecting trans women to services and support, and even set up a weekly hiv testing clinic in her own home.	trans	women
12845:35	borjas greeted the news by reaffirming her commitment to helping trans women in new york.	trans	women
12847:100	“ i will be able to live my life without stress and fear of immigration and i will be able to continue doing the work i do and help more vulnerable transgender women.	transgender	women
12883:12	” native american transgender woman stephanie byers just shattered ‘ lavender ceiling ’ by getting elected in kansas.	transgender	woman
12893:36	her website says: “ since coming out publicly as a transgender woman, she has advocated about issues impacting the lgbtq community.	transgender	woman
12899:7	a transgender woman has opened up about her terrifying experience of being assaulted by a group of men at a rally in paris on sunday.	transgender	woman
12902:19	the 31 -- year -- old transgender woman said she was on her way down to the metro when the attack occurred.	transgender	woman
13024:29	even the handmaidens who betray us, the trans men who betray themselves.	trans	men
13025:25	” one post shows a photo of trans woman paris lees with text saying: “ this is what misogyny looks like.	trans	woman
13030:99	” allan has responded to this specific meme and comments on twitter, saying that there was no hate in the post as she wanted to direct the transphobic hatred towards other trans women and eddie izzard, all of whom she misgenders.	trans	women
13055:20	“ the truth is that biological men are assaulting and attacking anyone under the age of 18, especially children, ” greene said, not citing anything to back the inflammatory claim up.	biological	men
13059:64	“ there is nothing wrong with saying that, ” adding that trans people, who she calls “ biological males ” throughout her infowars interview, “ deserve to be arrested, deserve to be charged and deserve to be arrested ”.	biological	males
13073:56	while last year, at least 57 trans, non-binary and gender non-conforming people, many of them black trans women, were fatally killed, the human rights campaign tallied.	trans	women
13077:11	for black trans women in the exact same age group, the rate rockets to one in 2,600, an investigation by mic found.	trans	women
13105:31	” representatives at other centers told commission testers that transgender women would be housed according to their gender assigned at birth, in violation of gender identity protections under the nyc human rights law.	transgender	women
13139:32	the state of indiana is refusing to recognise a transgender man ’s name change, because he ’s not a us citizen.	transgender	man
13187:7	a transgender woman is expected to become the first trans person in poland to be elected as an mp.	transgender	woman
13196:20	” she added that another transgender woman, georgina beyer, had been an mp in new zealand until 2007.	transgender	woman
13255:71	a virginia spa has stated that it has a policy not to accept “ abnormal sexually orientated customer ” after it kicked out a trans woman.	trans	woman
13302:46	alexandria ocasio -- cortez --lrb- aoc --rrb- has blasted a republican lawmaker who said transgender men can not get pregnant during an abortion rights hearing.	transgender	men
13304:24	“ are you saying that a biological female who identifies as a man and therefore becomes pregnant is, quote, ‘ a man ’?	biological	female
13328:40	a school opened in 2008 in a hair salon continues to offer transgender women a safe space to pray and study.	transgender	women
13332:34	pri reported earlier this month, quoting bunda yeti, a trans woman or ‘ waria, ’ who spoke about the importance of the school: “ normally i would have joined the men ’s section, but i was wearing a dress and makeup.	trans	woman
13389:113	blaque, who is also a children ’s illustrator, listed possibilities for why she had been repeatedly deleted, ending with the scenario in which she was simply being targeted for being an openly trans woman.	trans	woman
13419:35	she continued: “ this has happened to so many trans women i know and tinder does not give a single f.	trans	women
13422:26	“ all this is doing is incentivising trans women to hide it and not put it in our profiles, tinder ”.	trans	women
13430:36	throughout the leadership race, both truss and sunak have claimed that trans women are n’t women, while truss has expressed concern about gender affirming care for minors.	trans	women
13434:114	trans rights quickly emerged as a hot topic in the tory leadership race – candidates such as suella braverman and penny mordaunt staked their campaigns on their anti-trans views, while sunak signalled early on that he would ban trans women from competing in sports if he became the next prime minister.	trans	women
13437:62	that did n’t last too long – in a hustings on 25 august, both truss and sunak denied that trans women are women.	trans	women
13512:107	as far back as 2013, a british study found top surgery “ acts as a prophylaxis against distress, ameliorates extant distress as well as providing improved quality of life and global functioning ” for trans men.	trans	men
13514:69	more recently, a 2021 study from the university of california, san francisco, which involved two follow up surveys found that trans men experienced “ a significant improvement in quality of life 6 weeks and 1 year after chest surgery ”.	trans	men
13542:23	as one of the most visible trans women in the uk, paris is aware that younger trans people see her as a role model – although she says, laughing, that although she ’d love to say her professional success came from having “ a big masterplan ”, it did n’t happen that way.	trans	women
13550:30	” with career highlights including being the first trans woman to have a vogue column, founding the first british magazine for the trans community, being the first trans woman to present on bbc radio 1 and channel 4, and working with all about trans to combat transphobia in the uk media --lrb- she has also previously written for pinknews --rrb-, it ’s perhaps a little overwhelming to think of what the future holds now that paris has a plan.	trans	woman
13550:84	” with career highlights including being the first trans woman to have a vogue column, founding the first british magazine for the trans community, being the first trans woman to present on bbc radio 1 and channel 4, and working with all about trans to combat transphobia in the uk media --lrb- she has also previously written for pinknews --rrb-, it ’s perhaps a little overwhelming to think of what the future holds now that paris has a plan.	trans	woman
13762:18	“ a loud, angry black trans woman is more effective than a dead one.	trans	woman
13765:16	a#loud,#angry#black#trans#woman ” is more affective than a#dead one.	#trans	#woman
13796:71	” fox destroyed these claims in an interview, pointing out that “ nobody has come forward with any verifiable evidence showing that transgender women have a competitive advantage over their peers in sports.	transgender	women
13837:66	“ we feel that over the past year the mainstream media has contributed to a hostile environment for trans people, and trans women in particular, that may have emboldened those who have committed these crimes.	trans	women
13897:23	then you should n’t let trans women and gay people to enter the store.	trans	women
13961:40	” in december, manuel made history when he became the first transgender man to fight at a professional level in us boxing – and he also won the fight.	transgender	man
13982:46	a copy of the guidelines leaked by outsports reveals that all restrictions on trans men taking part in men ’s events will be lifted.	trans	men
13999:22	” “ the waiting period for trans women goes from two years after surgery to one year after the start of hrt.	trans	women
14027:26	the vast majority of the victims were transgender women of colour, and a large number were killed in south america.	transgender	women
14033:7	a transgender woman has been shot and killed in a brutal attack.	transgender	woman
14036:52	police have suggested brandi was killed by someone after they realised she was a transgender woman, and not a man as they had thought.	transgender	woman
14053:24	most of the victims have been trans women of colour.	trans	women
14066:40	as well as scout and ally, september also saw the murder of trans woman derricka banner, 26, who was found fatally shot in a vehicle in charlotte, north carolina.	trans	woman
14070:84	the murder of dangerfield came just days after “ comedian ” lil ’ duval went on the radio show the breakfast club and “ joked ” about killing trans women.	trans	women
14072:42	in the same month, jaylow mcglory, a 29 -- year -- old black trans woman, was shot and killed in alexandria, louisiana.	trans	woman
14085:30	brenda bostick was a 59 -- year -- old homeless trans woman who was found with severe injuries in manhattan.	trans	woman
14163:60	one of the uk ’s largest domestic violence charities is planning to overturn a ban on self -- identifying trans women working in their refuges.	trans	women
14165:26	aid has begun the process to allow trans women to work in their refuges based on self -- identifying as a woman, rather than requiring a change to their birth certificate.	trans	women
14168:78	she said: “ we have agreed to start a review of our whole transgender policy, including the possibility of employment for self -- declared transgender women without a gender recognition certificate.	transgender	women
14173:20	“ we welcome applications from trans women at women ’s aid federation england.	trans	women
14175:49	this means that after the review, the charity can only guide refuges to allow trans women to work within their services.	trans	women
14178:72	” previously, members of staff working with the women in the refuges would either need to be a cisgender woman or a trans woman with a gender recognition certificate.	trans	woman
14187:19	addressing the topic of trans women working in refuges, ms greening told the sunday times that she supported the potential changes but would also be “ absolutely listening to the voices of women ’s groups in all this and their concerns.	trans	women
14189:50	this move has already been highly controversial and is part of a larger debate about trans women — who are women — and their involvement in women ’s spaces.	trans	women
14195:47	it ’s difficult to judge if someone says they define themselves as a trans woman but for all intents and purposes they look and sound like a man.	trans	woman
14334:49	almost a decade after being forced out of the police because of her “ illness, ” trans woman analia pasantino is back – as the first trans police chief in latin america.	trans	woman
14353:31	” transgender actresses rip into scarlett johansson for playing trans man.	trans	man
14354:60	transgender actresses have hit out at scarlett johansson after she defended her decision to play the role of a trans man.	trans	man
14355:135	the avengers star will reunite with rupert sanders, who directed her performance as a canonically asian character in ghost in the shell – a film which was also accused of queerbaiting and straightwashing – to take on the role of real -- life trans man dante “ tex ” gill in rub& tug.	trans	man
14433:26	the court was told that he targeted transgender woman chloe dow, calling her a “ freak ” and a “ mutant ”.	transgender	woman
14489:18	us: video shows transgender woman attacked in a nyc subway station.	transgender	woman
14490:10	an unidentified trans woman was attacked in a new york city subway station recently, and the attack was caught on film.	trans	woman
14491:43	the video, posted on 10 august, shows a man assaulting an unidentified transgender woman in crown heights, brooklyn.	transgender	woman
14504:51	a new jersey man has been charged with murder and bias intimidation over the death of a transgender woman last september.	transgender	woman
14515:8	three transgender women in malaysia have won their case against an islamic law that prohibits “ cross-dressing.	transgender	women
14516:93	” jakartaglobe reports the malaysian court of appeal on friday said the law against cross-dressing by muslim men breached the constitution and did not properly factor the lives of transgender women.	transgender	women
14541:44	an anti-lgbt activist who carries a handgun to the bathroom to ward off transgender women is not fussed about allegations that donald trump sexually assaulted women.	transgender	women
14544:114	ms staver, the head of the law firm that represented homophobic kentucky clerk kim davis, claimed earlier this year that she takes a glock handgun into the women ’s toilets, just in case there are any transgender women in there who might rape her.	transgender	women
14701:8	a transgender man from colorado springs was violently assaulted by a group of men while sitting on his front porch last saturday.	transgender	man
14740:36	man dies by suicide after being bullied for dating a transgender woman.	transgender	woman
14741:48	a philadelphia man who was bullied in a viral video for his relationship with a transgender woman has now died by suicide.	transgender	woman
14754:34	“ where we are from, if you like trans woman, and you black, the streets will talk about you, fight you, even try to kill you.	trans	woman
14765:43	reese was a black cisgender male, his girlfriend faith, is a black transgender woman.	transgender	woman
14777:43	reese was a black cisgender male, his girlfriend faith, is a black transgender woman.	transgender	woman
14789:43	reese was a black cisgender male, his girlfriend faith, is a black transgender woman.	transgender	woman
14853:45	the sources also said he has “ no issue with alexis being a transgender woman ”, but “ there ’s simply no romantic spark between them ”.	transgender	woman
14926:8	a transgender woman in british columbia, canada, has filed a human rights complaint over alleged mistreatment from staff at surrey ’s pretrial jail.	transgender	woman
14935:18	in march, another canadian transgender woman, hayden patterson, filed a human rights complaint after she claimed she was sexually assaulted and had her gender identity discarded by staff at surrey pretrial jail.	transgender	woman
14985:133	some people have been asking how many individuals have actually been prevented from flying by these regulations: but that misses the point entirely – which is that the use of perceived gender in this fashion is deeply offensive not simply to trans men and women, but to all men and women who fail to live up to societally imposed “ norms ” of gender and appearance.	trans	men
15067:18	christine jorgensen was an american trans woman and the first person to become widely known in the us for having sex reassignment surgery.	trans	woman
15109:24	five sentenced for brutal murder of transgender woman which shocked the world.	transgender	woman
15120:9	a lancashire transgender woman is suing her parents and brother claiming she was forced out of the family business due to her gender identity.	transgender	woman
15221:31	pakistan ’s human rights minister dr shireen mazari has appointed a transgender woman to her department for the first time.	transgender	woman
15226:22	” the decision to appoint a transgender woman in the ministry of human rights is a significant one as pakistan lags behind other countries on lgbt rights and public acceptance.	transgender	woman
15234:15	in september, a transgender woman was burned alive in pakistan by four men after she resisted their attempts to sexually assault her.	transgender	woman
15240:29	man charged with hate crime after allegedly beating transgender woman with a skateboard.	transgender	woman
15241:26	a california man who allegedly beat a transgender woman with his skateboard has been charged with a hate crime.	transgender	woman
15244:35	moreno is accused of yelling a homophobic slur at the transgender woman before striking her repeatedly her with his skateboard, the orange county district attorney ’s office said in a news release.	transgender	woman
15293:25	rupaul ’s drag race star peppermint becomes first transgender woman to star in leading broadway role.	transgender	woman
15295:38	the rupaul ’s drag race season nine star will become the first out transgender woman to take up a leading role in new york ’s famous theatre district.	transgender	woman
15307:13	i ’m a trans woman.	trans	woman
15315:92	“ but i kind of evolved to realise that all the drag things that i wanted to do, it always led back to the realisation that i ’m a trans woman.	trans	woman
15323:7	a transgender woman has been turned away from a women ’s gym in new zealand – despite having a birth certificate showing her gender.	transgender	woman
15325:53	instead, she was refused entry to the gym, with a staff member informing her that trans women were banned unless they had undergone confirmation surgery.	trans	women
15347:53	valentina sampaio issued a frank assessment of the fashion industry, breaking her silence after becoming the first trans woman to model for victoria ’s secret.	trans	woman
15349:15	she became the first transgender woman to model for the company, which has long been criticised for its overly sexualised imagery of thin cis women.	transgender	woman
15363:66	days after sampaio ’s casting was announced, the chief marketing officer who once said he would never hire a trans woman announced that he was stepping down.	trans	woman
15377:38	this is why make -- up is so important for some transgender women.	transgender	women
15378:15	surviving as a transgender woman in a cisgender world can be exhausting, especially when you have to think about ‘ passing ’ as a woman.	transgender	woman
15379:8	proud transgender woman megan says, for her, wearing make -- up is vital in “ feeling more feminine ” and being recognised by others for who she is.	transgender	woman
15381:64	now she runs a make -- up service with her best friend, a cisgender woman, to help empower other trans women.	trans	women
15382:83	megan, 57, says society has drastically changed for trans people thanks to the internet and having access to make -- up services specifically for transgender women.	transgender	women
15386:9	” a trans woman and a cisgender woman have set up a business together to help empower trans women through make -- up.?	trans	woman
15386:58	” a trans woman and a cisgender woman have set up a business together to help empower trans women through make -- up.?	trans	women
15390:35	megan did n’t come out as a “ proud and confident transgender woman ” until she was in her fifties because she could n’t find the language or support.	transgender	woman
15393:24	” life now, as an out trans woman, is very different.	trans	woman
15397:61	however, after finding that there ’s a huge lack of make -- up services catering specifically to trans women, megan decided to set something up.	trans	women
15398:52	megan proposed to her friend louise that she should start a make -- up service for transgender women.	transgender	women
15403:33	a man has been arrested for the murder of a trans woman in india, after a piece of her body was found in his home.	trans	woman
15405:16	zoya kinnar, a trans woman in the city of indore, india, had been missing since sunday --lrb- 28 august --rrb-, according to the ians news service.	trans	woman
15479:55	” labour mp caroline flint has suggested that women -- only refuges should take a stricter stance on transgender women.	transgender	women
15482:32	” the labour politician went on to question whether transgender women who “ look and sound like a man ” should be allowed to access domestic violence facilities.	transgender	women
15484:47	it ’s difficult to judge if someone says they define themselves as a trans woman but for all intents and purposes they look and sound like a man.	trans	woman
15595:7	a transgender woman has said she was forced to remove her bra by security staff at london ’s luton airport.	transgender	woman
15596:29	lilith keeva carroll, a 34 -- year -- old transgender woman, shared details on social media about a “ traumatic ” security check she said she experienced as she tried to board a flight from luton to dublin.	transgender	woman
15623:23	friends of jordan cofer, a transgender man who was shot dead in the dayton mass shooting, say he has been misgendered in death.	transgender	man
15624:18	22 -- year -- old transgender man jordan cofer was among nine people shot dead in the august 4 attack in dayton, ohio, which was perpetrated by his brother connor betts.	transgender	man
15628:47	” one friend of cofer wrote on twitter: “ he was a trans man who went by jordan cofer.	trans	man
15752:9	two british trans women were murdered in the run -- up to last year ’s event.	trans	women
15759:8	a transgender woman who was burnt to death is the second to be killed in the us this year.	transgender	woman
15795:36	if the reports are confirmed, gutierrez will be the second transgender woman killed in the us this year.	transgender	woman
15822:98	across dozens of comments, which were flagged on social media last week by isle of wight pride trustee matt bundy, bartrum raises concerns about the consultation, claiming that transgender men are “ not a problem at all as they are respectful ” but “ transwomen have a mans stance on sex really, ” and “ hormones donr sic seem to make that much difference regarding libido.	transgender	men
15931:29	despite being legally allowed to enlist, a trans man was denied entry to the air force in january of this year due to his gender identity.	trans	man
15951:37	pat manuel made history last night when he became the first transgender man to fight at a professional level in us boxing – and also won the fight.	transgender	man
16135:34	” play attacked by bishops for featuring jesus as a transgender woman.	transgender	woman
16136:61	a number of church of england bishops have hit out at a play that features jesus as a transgender woman.	transgender	woman
16309:122	” dave chappelle has previously come under fire for comments he made in his netflix special the closer, including declaring that he is “ team terf ” --lrb- trans -- exclusionary radical feminist --rrb-, and making derogatory jokes about trans women ’s bodies.	trans	women
16311:39	he said: “ i am not saying that to say trans women are n’t women, i am just saying that those pussies that they got … you know what i mean?	trans	women
16367:26	” tour de france hero comes out as transgender woman.	transgender	woman
16368:54	a tour de france champ formerly known as robert millar has confirmed she is living as a transgender woman.	transgender	woman
16370:46	in a note to fans today, the cyclist explained that she is a transgender woman going by the name philippa york.	transgender	woman
16397:45	“ it may have been someone who, in our terms, was a trans man.	trans	man
16423:8	54 transgender men have given birth in australia this year.	transgender	men
16424:8	54 transgender men in australia have given birth to children over the past year.	transgender	men
16426:15	the spike in trans men giving birth comes after a change in policy in 2013 meant that the country began to recognise gender identities.	trans	men
16427:42	a spokesperson for the health department explained that this was especially positive for trans men as it meant they could then get services related to pregnancy through medicare.	trans	men
16432:20	” it comes after two trans men in the uk claimed that they were the first to give birth to children in the country.	trans	men
16442:28	” in 2012, pinknews reported that a trans man who had undergone gender reassignment surgery had given birth.	trans	man
16498:29	anti-trans campaigners continue to peddle the line that trans women have a huge advantage over othe women when it comes to sport.	trans	women
16511:41	scientists have n’t exactly spent a lot of time looking at trans women performing in elite sports mainly because they ’re so few and far between – out of 200,000 women ’s college sportspeople, around 50 are trans, according to one researcher ’s count.	trans	women
16514:24	since 2010, the lpga has welcomed trans women if they have undergone hormonal therapy and gender -- affirming surgery, according to the association ’s gender policy.	trans	women
16529:60	none more so than caitlyn jenner, a trans former olympian turned right -- wing mouthpiece who has attacked trans women participating in sports.	trans	women
16556:10	” british transgender woman gets asylum in new zealand because of persecution in the uk.	transgender	woman
16557:9	a british transgender woman has been given asylum in new zealand because of the persecution she faced in the uk.	transgender	woman
16569:66	bex stinson, head of trans inclusion at stonewall, said: “ it should be a national embarrassment that a british trans woman has sought – and been granted – refuge in another country because she fears for her life here.	trans	woman
16570:94	“ there is no way that we can call ourselves a world -- leader in lgbt equality if other countries agree that it is simply too dangerous to ask an openly trans woman to return to live here.	trans	woman
16581:7	a transgender woman has undergone a revolutionary vaginal surgery she helped to invent.	transgender	woman
16602:68	’” the new york city doctor spent the next two years developing and honing a procedure which he has now performed on 22 trans women.	trans	women
16609:21	scarlett johansson quitting role as transgender man in rub and tug has divided the internet.	transgender	man
16610:30	scarlett johansson stepping down from her role as a transgender man has split opinions across social media.	transgender	man
16920:49	transgender day of remembrance was founded nine years ago to honour rita hester, a transgender woman who was murdered on november 28th 1998.	transgender	woman
16929:7	a transgender woman has been shot and killed in los angeles, while pounding on the door of a house seeking help.	transgender	woman
16935:15	“ deshawnda is a transgender female.	transgender	female
16986:7	a transgender woman has been shot dead in what is now the deadliest year on record for trans people in the us.	transgender	woman
17004:40	as well as scout and ally, september also saw the murder of trans woman derricka banner, 26, who was found fatally shot in a vehicle in charlotte, north carolina.	trans	woman
17008:84	the murder of dangerfield came just days after “ comedian ” lil ’ duval went on the radio show the breakfast club and “ joked ” about killing trans women.	trans	women
17022:30	brenda bostick was a 59 -- year -- old homeless trans woman who was found with severe injuries in manhattan.	trans	woman
17035:8	four trans women and six non-binary people were standing for election across the greens, lib dems and labour.	trans	women
17139:79	in the uk, trans people are allowed to serve openly – and lieutenant general andrew gregoryrecently told pinknews it might even be possible for transgender women to serve on the frontlinein the infantry.	transgender	women
17148:50	police in tbilisi, georgia are investigating the suspected murder of a 25 -- year -- old transgender woman after her body was found in a locked and burned down apartment.	transgender	woman
17230:6	a transgender woman.	transgender	woman
17233:101	” referring to his writing “ her penis ”, isaacs continued: “ it felt like an unusual thing to type, but i knew that ’s what she ’d like as a transgender woman so i did it.	transgender	woman
17240:18	or the difference between a transgender woman singing a satirical song about her superiority and genuine misogyny.	transgender	woman
17243:36	“ maybe it ’s about the other genuinely controversial issues surrounding trans women: access to women -- only spaces, early surgical and pharmaceutical intervention, legal definitions, sporting participation etc etc etc..	trans	women
17280:72	the panel of four justices ruled unanimously on thursday --lrb- january 24 --rrb- to reject an appeal filed by takakito usui, a trans man who wants to change the gender on his official documents, australian outlet sbs news has reported.	trans	man
17296:47	the series, which launched on amazon last month, features jeffrey tambor as trans woman maura pfefferman, and deals with her transition to female as she comes out to her grown -- up children.	trans	woman
17297:100	creator jill solloway – who based the semi-autobiographical show on her own experiences after her parent came out as trans – had attracted criticism for casting tambor in the lead role instead of a trans woman.	trans	woman
17301:42	i ca n’t say that i can create a show about a trans woman and not have a trans woman writing for me.	trans	woman
17301:57	i ca n’t say that i can create a show about a trans woman and not have a trans woman writing for me.	trans	woman
17302:33	“ we ’re actually going to be helping make trans women tv writers by teaching them how to write.	trans	women
17495:13	restrictions on trans men taking part in men ’s events were largely lifted.	trans	men
17503:36	two men arrested in connection with the brutal murder of two transgender women whose bodies were found in a burned out car.	transgender	women
17504:40	two men have been arrested in connection with the murder of two trans women whose bodies were found in a badly burned car in puerto rico.	trans	women
17528:29	yampi méndez arocho, a 19 -- year -- old trans man, was killed in moca on march 5.	trans	man
