Item_ID	Sentence	Adj	Noun
19067:45	some transgender activists have falsely claimed there is no scientific evidence that suggests biological males identifying as females have an unfair advantage over biological female athletes.	biological	males
19067:75	some transgender activists have falsely claimed there is no scientific evidence that suggests biological males identifying as females have an unfair advantage over biological female athletes.	biological	female
19068:65	however, as breitbart news reported, a recent study conducted by the karolinska institute and linkoping university in sweden found biological males — who claim to be transgender women — who were administered a full year of hormone therapy, still maintained muscle mass and strength advantages over biological women.	biological	males
19068:88	however, as breitbart news reported, a recent study conducted by the karolinska institute and linkoping university in sweden found biological males — who claim to be transgender women — who were administered a full year of hormone therapy, still maintained muscle mass and strength advantages over biological women.	transgender	women
19068:147	however, as breitbart news reported, a recent study conducted by the karolinska institute and linkoping university in sweden found biological males — who claim to be transgender women — who were administered a full year of hormone therapy, still maintained muscle mass and strength advantages over biological women.	biological	women
19071:77	“ our results indicate that after 12 months of hormonal therapy, a transwoman will still likely have performance benefits over a cis -- woman biological woman, ” they concluded.	biological	woman
19072:119	in another study published at bmj and released in july, three professors — two in bioethics and one in physiology — concluded that male athletes who claim to be female hold an “ intolerable ” advantage over biological female athletes.	biological	female
19073:54	the study was conducted after the international olympic committee --lrb- ioc --rrb- announced it would allow “ transgender women ” to compete against biological females if their testosterone is below 10 nmol / l. however, even that level is “ significantly higher ” than that of biological females, the authors said.	transgender	women
19073:71	the study was conducted after the international olympic committee --lrb- ioc --rrb- announced it would allow “ transgender women ” to compete against biological females if their testosterone is below 10 nmol / l. however, even that level is “ significantly higher ” than that of biological females, the authors said.	biological	females
19073:141	the study was conducted after the international olympic committee --lrb- ioc --rrb- announced it would allow “ transgender women ” to compete against biological females if their testosterone is below 10 nmol / l. however, even that level is “ significantly higher ” than that of biological females, the authors said.	biological	females
19157:91	chiara canaan, 22, a founder of the pique resilience project with three other young women who experienced rapid -- onset gender dysphoria --lrb- rogd --rrb-, identified as a “ trans man ” when she was 16, but then “ detransitioned ” at 19.	trans	man
19169:19	“ identifying as a ‘ trans man ’ set me back years in accepting my own sexuality, ” she explained.	trans	man
19197:80	in june, for example, a skewed poll by arizona state university ’s global sport institute showed 53 percent oppose allowing men who consider themselves transgender women to compete against biological women, with only 26 percent supporting it.	transgender	women
19197:96	in june, for example, a skewed poll by arizona state university ’s global sport institute showed 53 percent oppose allowing men who consider themselves transgender women to compete against biological women, with only 26 percent supporting it.	biological	women
19385:89	men have a clear legal right to display their “ male -- appearing genitalia ” at children and women in health spas, as long as the men say they are transgender women, and especially when objectors are “ bigots, ” according to a condescending editorial in the los angeles times.	transgender	women
19457:18	the move comes after biological male offender karen white, who was jailed for multiple violent rapes, sexually assaulted multiple female inmates within weeks of being sent to a women ’s prison.	biological	male
19463:99	a large proportion of activists ’ ire was focused on alleging the decision sends the “ shocking ” and “ bigoted ” message that there are differences between female -- identifying transgender people and biological women, with one user lamenting that the move to create a separate jail “ is just heartbreaking and awful regardless of what these women were accused of ”.	biological	women
19601:69	three professors — two in bioethics and one in physiology — noted the international olympic committee --lrb- ioc --rrb- was allowing “ transgender women ” to compete against biological females if their testosterone is below 10 nmol / l. however, even that level is “ significantly higher ” than that of biological females, they asserted.	transgender	women
19601:86	three professors — two in bioethics and one in physiology — noted the international olympic committee --lrb- ioc --rrb- was allowing “ transgender women ” to compete against biological females if their testosterone is below 10 nmol / l. however, even that level is “ significantly higher ” than that of biological females, they asserted.	biological	females
19601:156	three professors — two in bioethics and one in physiology — noted the international olympic committee --lrb- ioc --rrb- was allowing “ transgender women ” to compete against biological females if their testosterone is below 10 nmol / l. however, even that level is “ significantly higher ” than that of biological females, they asserted.	biological	females
19611:30	” she continued, “ they falsely claim trans women automatically have more testosterone and therefore more muscle mass than cis women.	trans	women
19633:22	scots who pronounce that transgender women are not actually women will face criminal prosecution under the impending hate crime legislation if a court finds that their speech “ stirred up hatred ”, justice secretary humza yousaf said.	transgender	women
19634:81	on monday, mr yousaf tried to defend the draconian speech restrictions, telling the scottish parliament ’s justice committee that expressing the idea that “ a trans woman is not a woman ” is not “ in itself is not going to lead to a prosecution under this legislation ”.	trans	woman
19715:68	declaring these leaders have, “ blood on their hands ” for their supposed role in the murders of various trans women and ethnic minorities.	trans	women
19779:32	it asks for broad tolerance for the reality that transgender men and women exist, and are entitled to basic human dignity, just like everyone else.	transgender	men
19963:91	president donald trump ’s new policy on sex and gender is a big defeat for the campaign by progressives and transgender activists to eliminate any civic or legal distinctions between biological females and biological males.	biological	females
19963:98	president donald trump ’s new policy on sex and gender is a big defeat for the campaign by progressives and transgender activists to eliminate any civic or legal distinctions between biological females and biological males.	biological	males
20166:85	yet, now it is holding division 1 softball regional tournaments in three states — alabama, arkansas, and tennessee — which recently passed bills that bar biological males who “ identify ” as female from competing against biological women.	biological	males
20166:118	yet, now it is holding division 1 softball regional tournaments in three states — alabama, arkansas, and tennessee — which recently passed bills that bar biological males who “ identify ” as female from competing against biological women.	biological	women
20187:79	state lawmakers in florida are poised to reject legislation that would put in place a law to protect female athletes from competing against biological men who consider themselves transgender, according to politico.	biological	men
20250:55	cox ’s skillful performance as sophia on orange is the new black and her work advocating for transgender women make her one of our boldest beauties yet.	transgender	women
20285:29	here, the school district prohibited n.h., a transgender male, from using the boys ’ main locker room.	transgender	male
20426:24	at least nine transgender individuals — seven biological men and two biological women — hope to compete at the olympics in july in tokyo.	biological	men
20426:33	at least nine transgender individuals — seven biological men and two biological women — hope to compete at the olympics in july in tokyo.	biological	women
20506:31	the law has caused some controversy because it forbids transgender men and boys from using women ’s public bathrooms and locker rooms if they self -- identify as female.	transgender	men
20567:27	alarmingly, judge coney barrett has referred to transgender women as “ physiological males ” and made public statements against same -- sex marriage.	transgender	women
20604:42	among the invitees to the white house are a pro-abortion religious sister, a transgender woman and the first openly gay episcopal bishop, along with at least two catholic gay activists.	transgender	woman
20645:57	evelyn telfer, a reproductive biologist at the university of edinburgh, is leading the effort to help biological women who are living as transgender men — many of whom used hormones to bring on male characteristics — create offspring in the laboratory.	biological	women
20645:78	evelyn telfer, a reproductive biologist at the university of edinburgh, is leading the effort to help biological women who are living as transgender men — many of whom used hormones to bring on male characteristics — create offspring in the laboratory.	transgender	men
20646:39	the mit technology review reported on the development, including saying that transgender men are “ assigned female at birth: ” for the first time, scientists say they have managed to take eggs from the ovaries of transgender men and get them ready for fertilization in a process completed entirely outside the body.	transgender	men
20646:118	the mit technology review reported on the development, including saying that transgender men are “ assigned female at birth: ” for the first time, scientists say they have managed to take eggs from the ovaries of transgender men and get them ready for fertilization in a process completed entirely outside the body.	transgender	men
20647:36	the achievement … suggests that viable eggs can be obtained from transgender men even after years of testosterone therapy, which can stop ovulation.	transgender	men
20648:16	this would allow transgender men who want children to avoid having to pause gender -- affirming medical care and avoid vaginal probes, women ’s health clinics, and female -- hormone -- based treatments, all of which can be physically or emotionally distressing.	transgender	men
20654:24	the procedure can be particularly distressing for transgender men.	transgender	men
20658:22	subjects in this project included transgender men who had been taking testosterone and were undergoing surgery that included the removal of their ovaries and were asked to donate them for research.	transgender	men
20790:62	” in january 2019, shupe released a “ public announcement ” in which he declared he had resumed his biological male sex designation.	biological	male
20825:31	shupe took estrogen when he identified as a transgender female, but stopped short of having sex -- change surgeries.	transgender	female
20855:70	in 2017 the nba pulled its all -- star game from the state of north carolina when that state passed a law preventing biological men from using female restrooms.	biological	men
20879:130	rep. greg steube --lrb- r -- fl --rrb- also blasted the bill, telling breitbart news that it reflects the radical agenda of the democrats, redefining “ what a woman is and what a man is and it would allow biological men to play girls and women ’s sports.	biological	men
20993:37	the swearing -- in this week of sarah mcbride, the first transgender woman to become a member of the delaware state senate, inspired taxpayer -- funded national public radio --lrb- npr --rrb- to interview imara jones, a transgender woman who rejects the assertion that there are two biological sexes.	transgender	woman
20993:112	the swearing -- in this week of sarah mcbride, the first transgender woman to become a member of the delaware state senate, inspired taxpayer -- funded national public radio --lrb- npr --rrb- to interview imara jones, a transgender woman who rejects the assertion that there are two biological sexes.	transgender	woman
21002:71	” jones is referring to a growing number of states that are seeking laws to protect female athletes from competing against biological men who have chosen to be transgender women.	biological	men
21002:94	” jones is referring to a growing number of states that are seeking laws to protect female athletes from competing against biological men who have chosen to be transgender women.	transgender	women
21193:139	the update comes as transgender activists continue to push the envelope as they forcefully reject the reality of biological sex and push society to accept their premise that gender is fluid — a move critics say effectively erases women, as activists push to allow biological men to compete in women sports.	biological	men
21197:32	however, that position blatantly sidesteps biological reality, as biological women are the only sex that menstruates, regardless of gender identity.	biological	women
21204:53	ezra furman and the harpoons singer ezra furman took to instagram to come out as “ a trans woman and a mom, ” and insisted that “ this is possible.	trans	woman
21205:43	” “ i wanted to share with everyone that i am a trans woman, and also that i am a mom and have been for a while now, ” furman wrote in an instagram caption on tuesday.	trans	woman
21209:34	furman recalled seeing “ approximately zero examples ” of “ trans women raising children.	trans	women
21211:18	” “ i ’m a trans woman and a mom.	trans	woman
21229:70	the first person in china to openly undergo gender -- changing surgery is 53 -- year -- old tv host jin xing, a biological male who became “ china ’s oprah winfrey ” after undergoing transition surgery in 1995.	biological	male
21267:111	the official journal of the international society of psychoneuroendocrinology published a paper from the max planck institute of psychiatry in munich that found male -- to -- female transsexuals have similar second and fourth finger lengths to biological women.	biological	women
21425:103	layt told afp of a life playing rugby before and after transition, a three -- year process involving hormones and finally surgery in 1998 and now rugby league ’s decision to exclude transgender women is “ really disappointing.	transgender	women
21677:42	“ women must accept and admit that there is no material difference between trans women and themselves.	trans	women
21712:10	the “ transgender woman of colour ” was fired by the uk branch of the cosmetic company after their comments came to light on social media.	transgender	woman
21759:20	megan youngren, 29, a biological male who identifies as a transgender female will compete in the trials as a female, according to the daily mail.	biological	male
21759:39	megan youngren, 29, a biological male who identifies as a transgender female will compete in the trials as a female, according to the daily mail.	transgender	female
21760:58	youngren, who reportedly came out as transgender in 2012, is set to compete against 63 biological women for a spot on the 2020 u.s. olympics team for this year ’s summer games.	biological	women
21781:12	currently, a transgender female athlete must have testosterone below ten nanomoles per liter for at least 12 months before competition and must remain below that threshold during the period of competition.	transgender	female
21889:44	transgender activists have attacked sweden ’s first women -- only festival for only banning biological men, as this could imply transgendered men are not real men.	biological	men
21889:66	transgender activists have attacked sweden ’s first women -- only festival for only banning biological men, as this could imply transgendered men are not real men.	transgendered	men
21894:7	are transgender men less male?	transgender	men
21896:37	a different user noted that “ you have previously argued that transgender men know how it is to be vulnerable and oppressed, just like women, and should, therefore, be welcomed.	transgender	men
21944:40	leading doctors have said they back nhs -- funded womb transplants for biological males who identify as women, a procedure which experts say will be possible within 10 years.	biological	males
21985:32	on thursday, at london ’s thundcrit cycling event, two biological males identifying as women took first and second place and then celebrated their “ achievement ” by kissing on the podium as the third -- place winner, an actual female, held her baby.	biological	males
21992:62	according to the website, this category is reserved for “ cis -- women, non-binary people, ” as well as “ trans men and women whose physical performance aligns most closely with cis -- women.	trans	men
22049:63	the group is planning to propose federal legislation to codify protections for girl and women athletes from competing against biological men in sports while creating a way for transgender competition.	biological	men
22072:29	“ thus, proposing federal legislation to protect biological females and create a women ’s sports environment that is welcoming, respectful and celebratory for trans girls and women is only one small step.	biological	females
22158:37	like the national collegiate athletic association, some high -- school associations allow transgender females to participate on girls ’ teams if they meet certain conditions, such as completing a period of testosterone -- suppression treatment or gender -- reassignment surgery.	transgender	females
22160:30	the lawmakers cite advantages that males competing as transgender women have over biological females, including differences in muscle mass, bone strength, lung capacity, and heart size — all differences that can not be changed by hormone therapy or surgery.	transgender	women
22160:42	the lawmakers cite advantages that males competing as transgender women have over biological females, including differences in muscle mass, bone strength, lung capacity, and heart size — all differences that can not be changed by hormone therapy or surgery.	biological	females
22162:84	lawmakers interviewed said they could n’t point to eligibility disputes in their own states, but cited examples elsewhere such as in connecticut, where two transgender female high -- schoolers recently dominated the state ’s girls indoor track championships.	transgender	female
22174:41	a transgender couple became the first to have their own child when a transgender man gave birth to a baby boy.	transgender	man
22263:26	a law passed in idaho to protect biological female athletes from having to compete against biological men.	biological	female
22263:50	a law passed in idaho to protect biological female athletes from having to compete against biological men.	biological	men
22270:41	“ the entire purpose of the law --lrb- was --rrb- to exclude trans women and girls, and only trans women and girls, from sports altogether, ” strangio said.	trans	women
22270:57	“ the entire purpose of the law --lrb- was --rrb- to exclude trans women and girls, and only trans women and girls, from sports altogether, ” strangio said.	trans	women
22275:81	nye, an appointee of former president donald trump, cited policies by the ncaa, the international olympic committee and regulatory bodies for high school sports requiring transgender females to undergo a year of hormone treatment to lower their testosterone levels before joining a girls ’ or women ’s team.	transgender	females
22279:43	during selina ’s four years in high school, that policy resulted in two biological males winning 15 women ’s state championship titles in track and field — titles that were previously held by nine different girls.	biological	males
22304:14	huffpo: a transgender man made a bold move on friday during an extravagant white house reception in honor of lgbt pride month: he dropped down on one knee and proposed to his partner.	transgender	man
22349:103	“ however, the committee would prohibit participation in the rare circumstance of an outlier who could pose a safety threat or dominate a sport in a way that would eliminate competitive opportunities for biological females.	biological	females
22392:28	one user interviewed in business insider, a trans woman named sol solomon, said that she could have been reported when a match saw that she included her pronouns in her profile.	trans	woman
22428:109	starmer has already come under significant fire from certain self -- described feminists over his stance on transgender issues, with famous novelist jk rowling previously hitting out at the labour leader after he insisted that “ trans women are women ”.	trans	women
22460:64	” friday night ’s interview with sawyer comes nearly two years to the day after jenner first came out as a transgender woman in a 2015 interview with sawyer.	transgender	woman
22508:44	students specifically felt that the show was inappropriate because it does not include transgender women.	transgender	women
22526:57	in recent years, though, the brand had come under fire from transgender activists for not having a biological male model strutting in lingerie during the fashion show.	biological	male
22587:32	a 17 -- year -- old boy living as a transgender female claimed he caught on video the moment several school administrators forced open the door to his bathroom stall while he was still inside, but school administrators say the video does not tell the whole story.	transgender	female
22699:109	former ufc champion michael bisping also commented on mclaughlin ’s victory, saying he believes it is n’t right for someone born with “ the body of the man ” to compete in fights against biological females.	biological	females
22725:105	the washington post, for example, wrote the new policy would “ weaken obama -- era protections for homeless transgender people, allowing federally funded shelters to deny people admission on religious grounds or force transgender women biological men to share bathrooms and sleeping quarters with men.	transgender	women
22725:113	the washington post, for example, wrote the new policy would “ weaken obama -- era protections for homeless transgender people, allowing federally funded shelters to deny people admission on religious grounds or force transgender women biological men to share bathrooms and sleeping quarters with men.	biological	men
22781:68	the university claims on their website that the taco tuesday event is a voluntary program that is only open to men and transgender men.	transgender	men
22864:79	currently, the law already protects people who attempt to live as the opposite sex and have been medically assessed, but does not allow biological men, who look like men, to simply declare themselves to be female one day and access female changing rooms – as bright blue wants.	biological	men
22866:142	“ there is a danger that self -- identification will allow a small number to transition prematurely or to abuse the system in order to gain access to women -- only services, such as prisons, ” the report ’s author also concedes, without explaining how biological women can be protected.	biological	women
22872:101	the proposal is a response to efforts by blue states to ban state -- funded travel to red states that enact conservative laws on issues such as transgender bathrooms in school, biological men participating in women ’s sports, and restrictions on abortion.	biological	men
22933:61	the actress, who faced fire after disclosing in an interview that she would “ probably ” play a transgender man, now says she ’s wo n’t audition for the part because she wants “ to be an ally.	transgender	man
22960:26	“ halle berry should not be playing a trans man, ” said another user on twitter, who identifies as a “ very exasperated trans man.	trans	man
22960:73	“ halle berry should not be playing a trans man, ” said another user on twitter, who identifies as a “ very exasperated trans man.	trans	man
22961:25	” halle berry should not be playing a trans man, from a very exasperated trans man.	trans	man
22961:42	” halle berry should not be playing a trans man, from a very exasperated trans man.	trans	man
22978:14	“ misgendering a trans man and insisting that was a trans man is a ‘ female story ’ not only almost put a huge dent to your career.	trans	man
22978:34	“ misgendering a trans man and insisting that was a trans man is a ‘ female story ’ not only almost put a huge dent to your career.	trans	man
22979:28	it also hurt a lot of fellow trans men ’s experiences, as much as it hurt my experiences as a trans woman, ” said one individual.	trans	men
22979:64	it also hurt a lot of fellow trans men ’s experiences, as much as it hurt my experiences as a trans woman, ” said one individual.	trans	woman
22981:14	” misgendering a trans man and insisting that was a trans man is a “ female story ” not only almost put a huge dent to your career.	trans	man
22981:34	” misgendering a trans man and insisting that was a trans man is a “ female story ” not only almost put a huge dent to your career.	trans	man
22982:28	it also hurt a lot of fellow trans men ’s experiences, as much as it hurt my experiences as a trans woman.	trans	men
22982:63	it also hurt a lot of fellow trans men ’s experiences, as much as it hurt my experiences as a trans woman.	trans	woman
22985:57	“ i appreciate your acknowledgement of this, but you should also apologize for referring to a trans man with she / her pronouns and it pronouns, and for calling a story about a trans man a female story, ” added another.	trans	man
22985:109	“ i appreciate your acknowledgement of this, but you should also apologize for referring to a trans man with she / her pronouns and it pronouns, and for calling a story about a trans man a female story, ” added another.	trans	man
22987:56	” i appreciate your acknowledgement of this, but you should also apologize for referring to a trans man with she / her pronouns and it pronouns, and for calling a story about a trans man a female story.	trans	man
22987:108	” i appreciate your acknowledgement of this, but you should also apologize for referring to a trans man with she / her pronouns and it pronouns, and for calling a story about a trans man a female story.	trans	man
23012:78	the tweet comes during pride month and as women are reportedly facing a tampon shortage in the united states, rekindling arguments from leftist activists that transgender men can have periods, too.	transgender	men
23016:55	editor ’s note: this op -- ed was written and submitted to breitbart texas by olivia maynard, a transgender woman living in houston, texas.	transgender	woman
23064:100	nurses in britain ’s socialised healthcare system have been fired from their jobs for raising concerns about the national health service ’s --lrb- nhs --rrb- policies on transgenderism, such as placing biological males in single -- sex female wards, a tory peer has told parliament.	biological	males
23079:36	“ this means that the rights and needs of women and trans women are equal in law.	trans	women
23083:61	despite transgender inmates accounting for a disproportionate percentage of sexual assaults in female prisons, the nhs has also allowed biological male sex offenders to be placed in female only hospital wards.	biological	male
23120:101	democrats in the house, for example, have already passed the equality act, a measure that would ensure gender ideology – i.e., transgender bathrooms, forced preferred pronoun use, and biological men playing women ’s sports, etc. – is cemented into federal law.	biological	men
23155:118	unfortunately, the legislation we ’re considering would harm countless people who understand themselves to be transgender and would demolish the hard -- won rights of women, putting them once again at the mercy of any biological man who identifies, at any moment, as a woman.	biological	man
23164:121	h.r. 5 plays into tropes that hurt women and girls across every dimension of society, and it would give those stereotypes the trump card whenever tension arises between the rights of a transgender person and the rights of a biological woman.	biological	woman
23180:49	arizona gop rep. debra lesko said the democrats ’ legislation would “ prioritize the rights of biological males over biological women.	biological	males
23180:57	arizona gop rep. debra lesko said the democrats ’ legislation would “ prioritize the rights of biological males over biological women.	biological	women
23321:135	the trend of local school boards supporting radical left -- wing policies on campuses is now taking place in broward county, florida, where board members have said they do not support the new state law that protects female athletes from competing against biological males who “ identify ” as women.	biological	males
23377:106	the atmosphere has become so intolerant that some leftists insist she is bisexual — and not a lesbian — because she once dated a woman who later declared that she had become a transgender man, scarcella said.	transgender	man
23495:72	there are also worries over the impact this will have on young women, as the equality act opens the door for transgender women, or biological males, to use women ’s restrooms and compete in women ’s sports, as it bases sex on self -- identification rather than biology.	transgender	women
23495:81	there are also worries over the impact this will have on young women, as the equality act opens the door for transgender women, or biological males, to use women ’s restrooms and compete in women ’s sports, as it bases sex on self -- identification rather than biology.	biological	males
23498:76	” in the article, titled “ how twitter ’s ban on ‘ deadnaming ’ promotes free speech, ” molloy declared, “ as a transgender woman, i find it degrading to be constantly reminded that i am trans and that large segments of the population will forever see me as a delusional freak.	transgender	woman
23504:81	” despite supporting the new twitter policy as a way to promote healthy conversations on social media, molloy faced controversy in 2014 after she told another transgender woman to cut herself and drink bleach.	transgender	woman
23534:73	in addition to losing those races, she also lost out on scholarships for which she likely would have qualified had biological males not been permitted to compete against females.	biological	males
23562:111	the female inmate alleged that she was sexually assaulted by a transgender prisoner who had previously been convicted of sexual assault and therefore argued that the ministry of justice ’s trans -- prison policy was endangering biological women, the bbc reported.	biological	women
23567:24	“ the unconditional introduction of a transgender woman into the general population of a women ’s prison carries a statistically greater risk of sexual assault upon non-transgender prisoners than would be the case if a non-transgender woman were introduced, ” the judge admitted.	transgender	woman
23567:103	“ the unconditional introduction of a transgender woman into the general population of a women ’s prison carries a statistically greater risk of sexual assault upon non-transgender prisoners than would be the case if a non-transgender woman were introduced, ” the judge admitted.	non-transgender	woman
23578:109	” the female inmate who brought the case forward, fdj, said that she was disappointed by the ruling, saying: “ by bringing this challenge, i did not seek to prevent trans women in prison from living in dignity or to exclude all trans women from women ’s prisons.	trans	women
23578:143	” the female inmate who brought the case forward, fdj, said that she was disappointed by the ruling, saying: “ by bringing this challenge, i did not seek to prevent trans women in prison from living in dignity or to exclude all trans women from women ’s prisons.	trans	women
23579:21	however, i feel that trans women who have a history of violence and sexual offending against women should not be in a situation where they can put our safety at risk.	trans	women
23633:50	but no opinion in the long line of observant judaism has ever suggested the fluidity of biological male to biological female or vice versa.	biological	male
23633:59	but no opinion in the long line of observant judaism has ever suggested the fluidity of biological male to biological female or vice versa.	biological	female
23656:18	an estimated 3% of transgender men have hiv.	transgender	men
23695:60	the gov. added that the bill aims to “ protect young girls from being forced to compete with biological males for athletic opportunities.	biological	males
23833:69	president joe biden department of justice --lrb- doj --rrb- is weighing in on a lawsuit a male inmate who considers himself a transgender woman filed, blaming georgia prison officials for allowing other men in the prison to sexually assault him.	transgender	woman
23854:26	” at least nine transgender individuals — seven biological men and two biological women — hope to compete at the olympics in july in tokyo.	biological	men
23854:35	” at least nine transgender individuals — seven biological men and two biological women — hope to compete at the olympics in july in tokyo.	biological	women
23883:50	retail giant target has been struggling for well over a year since its decision to allow transgender men to use bathrooms and changing rooms designated for women.	transgender	men
23901:9	allowing biological males to compete in women ’s sports diminishes that equality and takes away from the original intent of title ix.	biological	males
23921:100	tulsi gabbard, who began her political career condemning" homosexual extremists," is using her last few weeks in congress to try to strip federal funds from schools that let transgender women and girls participate in teams for women and girls.	transgender	women
23951:42	port st. – an alleged argument about taking pit stop ended with a transgender woman being arrested for hitting a man in the head with a golf club.	transgender	woman
24050:30	” “ more than five states have banned transgender biological males from computing in girls ’ sports.	biological	males
24057:70	but the president also expressed disappointment about the “ epidemic ” of violence and discrimination the community continued to face, especially “ transgender women and girls of color.	transgender	women
24223:74	the conservative advocacy group american principles project --lrb- app --rrb-, which has worked in recent years to fight against the movement to allow biological men to compete against biological females in sports, issued a statement on thursday.	biological	men
24223:90	the conservative advocacy group american principles project --lrb- app --rrb-, which has worked in recent years to fight against the movement to allow biological men to compete against biological females in sports, issued a statement on thursday.	biological	females
24225:69	“ just four years ago, the obama administration was threatening schools with a loss of funding if they failed to allow biological males to participate in girls ’ sports.	biological	males
24270:156	along with pro-transgender rights friend -- of -- the -- court briefs from the nation ’s two largest teachers ’ unions – the national education association --lrb- nea --rrb- and the american federation of teachers --lrb- aft --rrb- – and lgbtq lobbying group glsen, the american civil liberties union --lrb- aclu --rrb- represented the dallas high school biological female transgender student at the center of the case.	biological	female
24419:43	ratings for the new reality tv series about bruce jenner ’s life as a transgender woman have plummeted in the show ’s second week.	transgender	woman
24431:73	kentucky governor andy beshear --lrb- d --rrb- vetoed a bill on wednesday that would have prevented females from having to compete against biological males identifying as women from sixth grade up into college.	biological	males
24454:58	australian trans athlete, hannah mouncey, has been vocal about policies in sport she says discriminate against trans women.	trans	women
24603:85	just one -- quarter of gay men who have not had a relationship with a transsexual said they would be “ very open ” to dating a transgender man, and only 47 percent of them would be willing to tell their parents, said the survey.	transgender	man
24620:67	“ we, as a society, have not created a space for men to openly express their desire to be with trans women, ” allen said, echoing the progressive claim that heterosexual males ’ sexual preferences can be swayed by civic endorsement of transsexuality.	trans	women
24636:79	“ you can unlearn your own prejudices against sex with transsexuals — it just takes time and effort, ” said riley dennis, a biological male who is living as a woman while preferring to sleep with women.	biological	male
24656:67	“ we, as a society, have not created a space for men to openly express their desire to be with trans women, ” allen said, echoing the progressive claim that heterosexual males ’ sexual preferences can be swayed by civic endorsement of transsexuality.	trans	women
24672:79	“ you can unlearn your own prejudices against sex with transsexuals — it just takes time and effort, ” said riley dennis, a biological male who is living as a woman while preferring to sleep with women.	biological	male
24755:59	organizers of a fundraiser claim that wise, a supporter of the black lives matter movement, is a transgender woman who is being “ punished unfairly in a myriad of ways ” — including by being housed in a male section of the prison.	transgender	woman
24757:38	”" to add insult to injury, alexa is a trans woman and is currently being housed in a male section of the prison, putting her in a very dangerous situation.	trans	woman
24855:17	in shades of biological male lia thomas ’s domination of women ’s college swimming last season, the world of professional women ’s disc golf now finds itself beset with a biological male claiming to be a transgender woman who is knocking natural -- born women out of top money all across the country.	biological	male
24855:93	in shades of biological male lia thomas ’s domination of women ’s college swimming last season, the world of professional women ’s disc golf now finds itself beset with a biological male claiming to be a transgender woman who is knocking natural -- born women out of top money all across the country.	biological	male
24855:111	in shades of biological male lia thomas ’s domination of women ’s college swimming last season, the world of professional women ’s disc golf now finds itself beset with a biological male claiming to be a transgender woman who is knocking natural -- born women out of top money all across the country.	transgender	woman
25142:8	a transgender male is someone who identifies as male but was assigned the sex of female at birth; a transgender female is someone who identifies as female but was assigned the sex of male at birth, ” the letter asserts.	transgender	male
25142:65	a transgender male is someone who identifies as male but was assigned the sex of female at birth; a transgender female is someone who identifies as female but was assigned the sex of male at birth, ” the letter asserts.	transgender	female
25215:39	famed podcaster and martial artist joe rogan said lia thomas, the biological male swimmer who placed first in the ncaa women ’s 500 -- meter freestyle race, is an “ assault on women ’s sports, ” making the declaration shortly after warning he would walk away from spotify if he has self -- censor and “ walk on eggshells ” to cater to the woke mob.	biological	male
25219:31	” “ there ’s outliers and then there ’s biological males.	biological	males
25237:66	a lawmaker in idaho is joining legislators in crafting legislation to protect female athletes from having to compete against biological males in school sports.	biological	males
25240:69	however, she said the language of the bill focuses on dna and chromosomes, meaning that it does not single out biological males.	biological	males
25248:59	sen. tom cotton --lrb- r -- ak --rrb- introduced legislation on wednesday, which if made law would prevent biological men from being housed with female prisoners, even men who “ identify ” as women.	biological	men
25256:35	plaintiff krystal gonzalez says she was sexually assaulted by a biological male who was transferred to central california women ’s facility under the law.	biological	male
25257:83	according to the suit, when gonzalez filed a complaint and requested to be housed away from men the prison ’s response called her alleged attacker a “ transgender woman with a penis.	transgender	woman
25282:47	she had previously written that being trans was a “ delusion ” and that trans women “ seem to us to be some kind of ghastly parody, though it is n’t polite to say so, ” and, “ we pretend that all the people passing for female really are.	trans	women
25300:63	references to minecraft creator markus “ notch ” persson have been removed from the game after he expressed his belief that transgender women are not women this month.	transgender	women
25301:55	as reported by newsweek, earlier this month persson responded to a twitter post which claimed “ trans women are women ” by declaring, “ no, they feel like they are.	trans	women
25312:23	a recent study has shown that biological males identifying as transgender women, still retained considerable advantages over biological females in strength and muscle mass, even after a full year of hormone therapy.	biological	males
25312:34	a recent study has shown that biological males identifying as transgender women, still retained considerable advantages over biological females in strength and muscle mass, even after a full year of hormone therapy.	transgender	women
25312:56	a recent study has shown that biological males identifying as transgender women, still retained considerable advantages over biological females in strength and muscle mass, even after a full year of hormone therapy.	biological	females
25316:80	as the daily caller notes, “ a paper published in the journal of medical ethics in june found that male athletes who identify as transgender women have an ‘ intolerable ’ advantage over their female competitors, even after suppressing testosterone levels.	transgender	women
25317:86	” the results of the study, which are still undergoing the peer review process, will prove crucial for the burgeoning movement to protect the rights of biological females in women ’s sports.	biological	females
25318:44	it also will pose new problems for the ncaa, who currently requires biological males to undergo a full year of hormone therapy prior to competing in women ’s sports.	biological	males
25319:12	already, several transgender women are dominating against biological female competition.	transgender	women
25319:26	already, several transgender women are dominating against biological female competition.	biological	female
25320:22	at the high school level, two biological males have combined to win 15 connecticut state track championships since 2017, while competing against biological females.	biological	males
25320:70	at the high school level, two biological males have combined to win 15 connecticut state track championships since 2017, while competing against biological females.	biological	females
25321:37	in the ncaa, franklin pierce university track star cece telfer, a biological male, has won national championships and set records while competing against biological females.	biological	male
25321:74	in the ncaa, franklin pierce university track star cece telfer, a biological male, has won national championships and set records while competing against biological females.	biological	females
